,2QHJMJUNU8LZ7H7MASI9FD8J4F8H1I,A,1,217,45,1.2080332716947901,7
,2OOO33FDEY5CPM07AEQ3FCRFMW00RV,A,2,30,49,1.1829965644026612,7
,2C18EBDPGFL6W2PITWINKWIOWLMH2Z,A,3,221,10,1.1435115276991825,6
,2VYDHDM25L8IADZI045ZDOE4RGZFPK,A,4,125,27,1.1167168149167745,7
,2W20COK2JE1M8FK638IWDOZADKXTMB,A,5,268,33,1.0974674604981085,7
,21CDD8XMB3Q3AP0X0HKODT4EWCLFQB,A,6,256,16,1.0785499610914542,3,
,2L0XKO2L92HEDMASRQPOJCF0D9ZEF0,A,7,251,12,1.0755899117660104,3
,29E1VP9746OQ2INCKUH6E051R46K0M,A,8,264,30,1.0652211870578219,7
,23DHVKCJ011K3X451WBQ3618OO097H,A,9,34,36,1.0608700150886314,7
,22XQ0ONNVRH1L7OV83IBE6NVA5EMVL,A,10,90,14,1.0551804366437438,3
,280LKH1Q6SVQ978UGDL6S5OBWWCK1P,A,11,285,20,0.971953976290488,7
,2KLFDEY5COW0M6RLXV3RMLC6W7O3UX,A,12,286,19,0.971953976290488,7
,21ICOK2JE1M7QAKVFEN6VZAC1OENUW,A,13,356,46,0.9653345759988649,7
,2WQ06UFBNFSVHKL1XWWS36NG2ZMH3A,A,14,126,24,0.9428343353950072,7
,23WZZ2MIKMN9VYPVSQZT3WXI4COP8F,A,15,114,42,0.9193269396774884,7
,2M38I9NZW6HE0WO0YDN70869HEGMWV,A,16,115,44,0.9193269396774882,7
,2FC98JHSTLB3MQFXDW9OIJEJSYNFRC,A,17,116,42,0.9193269396774882,7
,2LISPW1INMHGZG45XA1BDBFMGZIH4V,A,18,269,60,0.88404554456299,7
,27JSNQQ7Q6706RQ66AI19TQC2HGUAK,A,19,88,19,0.8617819262815206,3
,2DABRI8IUB2YVZ85BFKLI3L0GVDH50,A,20,129,46,0.8614134972499459,7
,236FXRDS4IC1FOD9R66M81A2JFRVYJ,A,21,323,54,0.8548643148075498,7
,27QH88MQU6L5P1VYCOIX44AIKZ1UBF,A,22,265,39,0.8199685081094426,7
,2OKJENLVWJ5OQ10KP3Q85MWB8YJ0SJ,A,23,430,70,0.8187112122371132,8
,2P3Z6R70G5R99385XI573SSTOI6P94,A,24,431,63,0.8187112122371132,8
,267SI2KYEPLSQX56F9XWQ3OAIA7TNB,A,25,120,9,0.7898598694365632,3
,25ZOVR14IXKO3B9OB13WH6X3Z86984,A,26,343,67,0.7844927572254662,8
,227HIT3HVWAVL86OH6H2872ZATJLDI,A,27,87,18,0.7694649432290377,3
,2BZYW2GTP9RA8I5IGOX95SOF8KCTOQ,A,28,359,43,0.767650372508495,7
,2FK4E6AUBXHWT771FW0VIZWDS5RX1R,A,29,89,20,0.7672544565856978,3
,21GEPLSP75KLNWW5XB1HXEQVKBXYSH,A,30,86,21,0.7605440496639325,3
,2V5LVWJ5OPB0ZLGL2LDWI7EPAEX3VM,A,31,405,23,0.7506633853973596,5
,2C2I62NJQ2173P9VK4XBRLCVFVNNVL,A,32,213,32,0.7355861469839682,7
,2FB3DHJHP4BDEAGQSVIS49X3HNZ3WW,A,33,365,55,0.7182230594288419,6
,214T6YTWX4H3ISPXY009NI6IKB5X28,A,34,233,60,0.7063624117786893,7
,2NSUC26DG67D2N3HU2B0JOK2KYV6DW,A,35,65,26,0.6951105235997584,7
,20R2NJKM05BMKJU3SJTG0P9RBRMBGW,A,36,66,29,0.6951105235997584,7
,2LTLYHVI44OS3ALG20EE6SBAQP53XP,A,37,119,18,0.6931944230664576,7
,2W36VCPWZ9RNEMIAPOJ7ZN3DU0OPAJ,A,38,27,6,0.6931677122297072,1
,25TDDP8PJWKUE38JGYUQA9Z0CQOH6G,A,39,403,24,0.6931474019607942,3
