100.0 100.0
95.83300000000001 100.0
100.0 100.0
95.08100000000002 100.0
100.0 100.0
95.91800000000002 95.91800000000002
100.0 100.0
100.0 100.0
100.0 100.0
95.744 100.0
96.296 100.0
100.0 100.0
98.461 95.384
98.245 100.0
100.0 100.0
96.666 100.0
96.363 100.0
100.0 100.0
100.0 100.0
100.0 100.0
100.0 100.0
100.0 96.721
89.361 100.0
100.0 100.0
100.0 100.0
92.45200000000001 100.0
100.0 89.09
100.0 100.0
95.34800000000001 95.34800000000001
100.0 100.0
100.0 100.0
100.0 100.0
100.0 96.078
98.275 100.0
100.0 93.333
100.0 100.0
100.0 100.0
96.226 96.226
100.0 100.0
100.0 100.0
93.75 100.0
96.0 100.0
95.83300000000001 100.0
100.0 95.91800000000002
97.95900000000002 100.0
96.363 100.0
100.0 100.0
100.0 100.0
100.0 100.0
100.0 100.0
95.34800000000001 95.34800000000001
100.0 96.226
100.0 100.0
100.0 100.0
97.95900000000002 100.0
100.0 100.0
95.555 100.0
100.0 100.0
89.795 89.795
100.0 96.49099999999999
95.744 100.0
100.0 100.0
98.0 100.0
100.0 100.0
100.0 100.0
100.0 100.0
94.339 94.339
100.0 100.0
100.0 100.0
100.0 100.0
100.0 100.0
96.363 98.181
100.0 100.0
100.0 100.0
100.0 100.0
100.0 100.0
95.08100000000002 100.0
100.0 100.0
94.117 94.117
95.65200000000002 100.0
96.551 100.0
100.0 100.0
100.0 100.0
96.153 98.076
94.915 98.305
100.0 100.0
100.0 100.0
98.148 98.148
100.0 100.0
100.0 100.0
100.0 95.744
100.0 100.0
100.0 96.61
100.0 100.0
86.274 86.274
100.0 100.0
100.0 100.0
100.0 100.0
100.0 100.0
100.0 100.0
94.642 98.214
100.0 100.0
94.23 94.23
98.039 100.0
100.0 100.0
100.0 100.0
95.744 100.0
94.339 100.0
100.0 100.0
96.363 100.0
98.076 100.0
92.15600000000002 92.15600000000002
100.0 100.0
100.0 100.0
95.91800000000002 100.0
100.0 100.0
100.0 100.0
100.0 100.0
100.0 100.0
100.0 100.0
94.117 100.0
100.0 100.0
100.0 100.0
100.0 100.0
100.0 100.0
100.0 100.0
100.0 100.0
95.744 100.0
100.0 100.0
100.0 100.0
96.153 100.0
100.0 100.0
100.0 100.0
100.0 100.0
94.0 94.0
100.0 100.0
98.0 100.0
100.0 100.0
100.0 100.0
100.0 100.0
97.95900000000002 100.0
98.076 100.0
100.0 100.0
100.0 96.153
100.0 100.0
100.0 100.0
78.26 89.13
89.09 98.181
76.086 78.26
89.473 91.228
72.916 83.333
87.5 95.31200000000001
87.272 96.363
89.655 98.275
87.5 97.91599999999998
86.956 97.826
83.333 93.75
88.059 95.522
87.671 94.52
78.571 90.476
85.416 95.83300000000001
80.952 83.333
83.72 86.046
88.679 98.113
87.755 97.95900000000002
87.5 97.91599999999998
87.5 96.428
84.0 94.0
85.454 94.545
82.142 91.071
91.54900000000002 98.591
85.714 88.095
80.0 90.0
76.0 86.0
93.684 98.947
84.0 94.0
86.538 88.461
89.655 98.275
87.234 97.87200000000001
78.181 87.272
89.655 98.275
87.719 96.49099999999999
86.538 96.153
87.234 97.87200000000001
82.0 92.0
83.636 92.727
86.0 88.0
90.0 98.333
87.5 97.91599999999998
96.49099999999999 96.49099999999999
91.228 96.49099999999999
91.48899999999999 95.744
92.307 96.153
96.923 96.923
92.857 91.071
92.15600000000002 96.078
93.22 96.61
91.666 95.83300000000001
92.0 96.0
91.111 100.0
91.304 93.478
92.0 96.0
92.45200000000001 96.226
81.818 92.727
91.48899999999999 95.744
95.744 95.744
96.774 96.774
80.645 96.774
88.888 88.888
77.142 91.42800000000001
97.36800000000001 97.36800000000001
94.117 94.117
97.674 97.674
90.0 90.0
82.352 88.235
78.787 87.878
57.141999999999996 64.285
68.852 73.77
54.347 60.869
59.523 66.666
67.307 73.076
58.139 65.116
60.0 66.666
64.444 71.111
22.448 51.02
46.29599999999999 48.148
35.294 62.745
47.169 58.49
33.333 50.97999999999999
28.301 50.94299999999999
54.23700000000001 55.932
55.737 57.377
48.387 50.0
52.541999999999994 62.711
40.0 41.818
56.25 57.812
45.614 70.175
48.148 59.259
55.0 56.666
51.51499999999999 53.03
44.0 56.0
32.758 55.172
30.612 48.979000000000006
53.448 55.172
48.387 50.0
60.24 61.445
25.862000000000002 46.551
48.333 71.666
22.448 51.02
55.0 56.666
51.785 53.571
28.570999999999998 46.938
60.294 61.764
57.812 59.375
51.785 53.571
37.313 53.731
31.818 86.363
47.692 61.538
25.454 50.909
50.769 52.307
41.379 43.103
30.0 48.0
47.169 58.49
50.0 72.58
47.54 49.18
43.396 54.716
49.206 50.793
47.169 58.49
41.509 67.924
33.333 50.793
30.769 57.692
40.983 42.622
25.454 50.909
47.457 71.186
49.152 59.322
51.666 53.333
52.631 54.385
45.614 70.175
44.444 55.555
32.258 50.0
48.333 71.666
45.762 47.457
49.253 50.745999999999995
49.206 71.428
31.034 46.551
39.583 52.083
45.0 46.666
34.782 86.956
18.867 45.28300000000001
31.372 43.137
60.0 61.176
55.737 57.377
32.608 63.043
37.735 64.15
31.578 54.385
53.448 55.172
37.5 87.5
32.727 52.727000000000004
31.578 54.385
45.762 47.457
44.642 69.642
57.141999999999996 58.73
47.169 58.49
55.072 75.362
37.288 55.932
54.929 56.338
51.724000000000004 62.068
50.0 72.58
52.23799999999999 53.731
49.206 50.793
42.0 56.0
49.122 61.403
52.83 98.113
40.909 86.363
59.322 100.0
57.894 100.0
42.857 100.0
30.952 88.095
48.0 88.0
55.555 100.0
50.0 100.0
44.897 93.877
43.478 86.956
50.0 100.0
51.02 100.0
40.0 84.444
55.555 100.0
50.0 88.461
80.701 85.964
78.26 78.26
71.428 73.809
71.111 75.555
81.25 83.333
72.5 77.5
68.181 75.0
79.591 83.673
75.0 81.25
77.083 83.333
76.086 80.434
77.777 80.0
82.0 82.0
78.26 80.434
63.461 67.307
80.851 80.851
80.392 82.352
77.272 79.545
82.0 82.0
73.469 77.551
83.018 84.905
76.666 81.666
67.924 77.358
83.606 85.245
70.909 83.636
80.851 80.851
77.777 81.481
76.0 72.0
78.431 82.352
80.392 86.274
69.565 69.565
73.17 78.048
82.0 82.0
83.333 83.333
82.352 84.313
83.333 88.888
69.565 76.086
79.545 79.545
79.591 79.591
83.333 83.333
80.851 80.851
71.111 77.777
69.387 77.551
78.26 78.26
77.777 84.444
78.431 84.313
78.26 80.434
76.595 80.851
67.241 74.137
75.0 80.357
80.392 86.274
82.0 82.0
80.0 80.0
75.925 81.481
83.05 83.05
76.19 83.333
75.0 81.25
76.744 83.72
84.905 84.905
69.565 76.086
76.19 83.333
78.431 82.352
80.0 86.0
79.069 86.046
83.928 83.928
79.591 75.51
71.428 73.469
