66,  GAS: Group Adaptive System. Maria Barra, Paul P. Maglio, Alberto Negro, Vittorio Scarano AH 3-540-43737-1 Springer Lecture Notes in Computer Science Adaptive Hypermedia and Adaptive Web-Based Systems, Second International Conference, AH 2002, Malaga, Spain, May 29-31, 2002, Proceedings 2002
67,  A Framework for Filtering and Packaging Hypermedia Documents. Simone Diniz Junqueira Barbosa, Lucimar C. Martins, Tatiana A. S. Coelho, Carlos Jose Pereira de Lucena, Marco A. Casanova AH 3-540-43737-1 Springer Lecture Notes in Computer Science Adaptive Hypermedia and Adaptive Web-Based Systems, Second International Conference, AH 2002, Malaga, Spain, May 29-31, 2002, Proceedings 2002
68,  Hypermedia Presentation Adaptation on the Semantic Web. Flavius Frasincar, Geert-Jan Houben AH 3-540-43737-1 Springer Lecture Notes in Computer Science Adaptive Hypermedia and Adaptive Web-Based Systems, Second International Conference, AH 2002, Malaga, Spain, May 29-31, 2002, Proceedings 2002
69,  Personalizing Assessment in Adaptive Educational Hypermedia Systems. Evangelia Gouli, Kyparisia A. Papanikolaou, Maria Grigoriadou AH 3-540-43737-1 Springer Lecture Notes in Computer Science Adaptive Hypermedia and Adaptive Web-Based Systems, Second International Conference, AH 2002, Malaga, Spain, May 29-31, 2002, Proceedings 2002
70,  Development of Adaptive Web Sites with Usability and Accessibility Features. Jose Antonio Lopez Brugos, Marta Fernandez de Arriba AH 3-540-43737-1 Springer Lecture Notes in Computer Science Adaptive Hypermedia and Adaptive Web-Based Systems, Second International Conference, AH 2002, Malaga, Spain, May 29-31, 2002, Proceedings 2002
71,  Adaptation in an Evolutionary Hypermedia System: Using Semantic and Petri Nets. Nuria Medina-Medina, Maria Jose Rodriguez-Fortiz, Lina Garcia-Cabrera, Jose Parets-Llorca AH 3-540-43737-1 Springer Lecture Notes in Computer Science Adaptive Hypermedia and Adaptive Web-Based Systems, Second International Conference, AH 2002, Malaga, Spain, May 29-31, 2002, Proceedings 2002
72,  LiveInfo: Adapting Web Experience by Customization and Annotation. Stephen Farrell, Paul P. Maglio AH 3-540-67910-3 Springer Lecture Notes in Computer Science Adaptive Hypermedia and Adaptive Web-Based Systems, International Conference, AH 2000, Trento, Italy, August 28-30, 2000, Proceedings 2000
73,  Prediction of Navigation Profiles in a Distributed Internet Environment through Learning of Graph Distributions. Dirk Kukulenz AH 3-540-43737-1 Springer Lecture Notes in Computer Science Adaptive Hypermedia and Adaptive Web-Based Systems, Second International Conference, AH 2002, Malaga, Spain, May 29-31, 2002, Proceedings 2002
74,  How Adaptivity Affects the Development of TANGOW Web-Based Courses. Rosa M. Carro, Estrella Pulido, Pilar Rodriguez AH 3-540-67910-3 Springer Lecture Notes in Computer Science Adaptive Hypermedia and Adaptive Web-Based Systems, International Conference, AH 2000, Trento, Italy, August 28-30, 2000, Proceedings 2000
75,  The Hybrid Model for Adaptive Educational Hypermedia. Mohamed Ramzy Zakaria, Craig D. Stewart, Helen Ashman, Adam Moore, Tim J. Brailsford AH 3-540-43737-1 Springer Lecture Notes in Computer Science Adaptive Hypermedia and Adaptive Web-Based Systems, Second International Conference, AH 2002, Malaga, Spain, May 29-31, 2002, Proceedings 2002
