1, 0.10688658498304839
1, 0.10688767665887047
1, 0.05120790840133777
1, 0.014183412383183146
1, 0.014323755672657755
1, 0.13558058197047618
1, 0.34174443797373233
1, 0.6184181604638251
1, 1.187716143955526
1, 1.489748806701328
1, 1.398615695138581
1, 0.8478431912121234
1, 0.4380883299236671
1, 1.0020122434400913
1, 1.231647274745998
1, 1.4980959544646058
1, 0.7712425129570033
1, 0.4027901152096646
1, 0.025456012165064122
1, 0.0027035474220525753
1, 1.5478935391419346E-7
1, 1.512180366915228E-7
1, 1.470285650026467E-7
1, 1.485938575254918E-7
1, 1.5051612484914846E-7
1, 5.894468232485571E-7
1, 6.11178700417898E-7
1, 6.325914807959895E-7
1, 2.5611019332753525E-7
1, 2.14782481707054E-6
1, 4.038878090524688E-6
1, 5.890938597736641E-6
1, 5.879557835142553E-6
1, 5.804598355407338E-6
1, 5.776894506761004E-6
1, 5.7424782858279616E-6
1, 5.527345359092889E-6
1, 5.264794813556671E-6
1, 5.007528595803826E-6
1, 4.99430768665602E-6
1, 4.256714816569077E-6
1, 3.5300709538339936E-6
1, 1.8703696369411248E-6
1, 9.349713979040987E-7
1, 6.317794934064373E-10
1, 2.346737369298703E-10
1, 1.8071001017175393E-12
1, 3.7089955520699763E-11
1, 3.6540024822556775E-11
1, 0.10688658498304839
1, 0.10688767665887047
1, 0.05120790840133777
1, 0.014183412383183146
1, 0.014323755672657755
1, 0.13558058197047618
1, 0.34174443797373233
1, 0.6184181604638251
1, 1.187716143955526
1, 1.489748806701328
1, 1.398615695138581
1, 0.8478431912121234
1, 0.4380883299236671
1, 1.0020122434400913
1, 1.231647274745998
1, 1.4980959544646058
1, 0.7712425129570033
1, 0.4027901152096646
1, 0.025456012165064122
1, 0.0027035474220525753
1, 1.5478935391419346E-7
1, 1.512180366915228E-7
1, 1.470285650026467E-7
1, 1.485938575254918E-7
1, 1.5051612484914846E-7
1, 5.894468232485571E-7
1, 6.11178700417898E-7
1, 6.325914807959895E-7
1, 2.5611019332753525E-7
1, 2.14782481707054E-6
1, 4.038878090524688E-6
1, 5.890938597736641E-6
1, 5.879557835142553E-6
1, 5.804598355407338E-6
1, 5.776894506761004E-6
1, 5.7424782858279616E-6
1, 5.527345359092889E-6
1, 5.264794813556671E-6
1, 5.007528595803826E-6
1, 4.99430768665602E-6
1, 4.256714816569077E-6
1, 3.5300709538339936E-6
1, 1.8703696369411248E-6
1, 9.349713979040987E-7
1, 6.317794934064373E-10
1, 2.346737369298703E-10
1, 1.8071001017175393E-12
1, 3.7089955520699763E-11
1, 3.6540024822556775E-11
1, 0.2656678325242473
1, 0.2656686485284418
1, 0.0431758870251981
1, 0.19573798091465933
1, 0.3957914846437211
1, 1.0457952649083984
1, 1.4180832963319534
1, 1.372338006141381
1, 0.7775187137982081
1, 0.3061122042244801
1, 0.16470509580609613
1, 0.08146149645424362
1, 0.04084967869058643
1, 0.03329480357428879
1, 0.03485476476614223
1, 0.04585323422406496
1, 0.7512757566404387
1, 1.0831935835226258
1, 1.4247315215447223
1, 0.7305681727627812
1, 0.38336109213467345
1, 0.017945835973960607
1, 0.0013462831005626634
1, 1.999743434780634E-5
1, 2.000654972206124E-5
1, 2.000177151976997E-5
1, 2.027714933324129E-5
1, 2.053278439842284E-5
1, 3.0292095407952945E-5
1, 3.936504995959154E-5
1, 4.841985171533571E-5
1, 4.822406523089669E-5
1, 4.847824223535254E-5
1, 4.877748919830141E-5
1, 4.887214333033657E-5
1, 4.819019627085619E-5
1, 4.781281653914516E-5
1, 4.711913577298283E-5
1, 3.1609999982902346E-5
1, 1.57068699315491E-5
1, 8.03857529864273E-8
1, 9.63977793531535E-10
1, 5.2327185420165074E-12
1, 9.861459291951839E-13
1, 6.216256524533092E-13
1, 3.029692346784644E-13
1, 3.5905314866721336E-15
1, 2.468127706285967E-15
1, 1.0548469168833935E-15
1, 3.548673741669612E-11
1, 3.5486737266979925E-11
1, 0.2656678325242473
1, 0.2656686485284418
1, 0.0431758870251981
1, 0.19573798091465933
1, 0.3957914846437211
1, 1.0457952649083984
1, 1.4180832963319534
1, 1.372338006141381
1, 0.7775187137982081
1, 0.3061122042244801
1, 0.16470509580609613
1, 0.08146149645424362
1, 0.04084967869058643
1, 0.03329480357428879
1, 0.03485476476614223
1, 0.04585323422406496
1, 0.7512757566404387
1, 1.0831935835226258
1, 1.4247315215447223
1, 0.7305681727627812
1, 0.38336109213467345
1, 0.017945835973960607
1, 0.0013462831005626634
1, 1.999743434780634E-5
1, 2.000654972206124E-5
1, 2.000177151976997E-5
1, 2.027714933324129E-5
1, 2.053278439842284E-5
1, 3.0292095407952945E-5
1, 3.936504995959154E-5
1, 4.841985171533571E-5
1, 4.822406523089669E-5
1, 4.847824223535254E-5
1, 4.877748919830141E-5
1, 4.887214333033657E-5
1, 4.819019627085619E-5
1, 4.781281653914516E-5
1, 4.711913577298283E-5
1, 3.1609999982902346E-5
1, 1.57068699315491E-5
1, 8.03857529864273E-8
1, 9.63977793531535E-10
1, 5.2327185420165074E-12
1, 9.861459291951839E-13
1, 6.216256524533092E-13
1, 3.029692346784644E-13
1, 3.5905314866721336E-15
1, 2.468127706285967E-15
1, 1.0548469168833935E-15
1, 3.548673741669612E-11
1, 3.5486737266979925E-11
